variety;corpus;form;offense_type;face_affected;face_orientation
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;social_gaffes;positive;speaker
SP;PRESEEA;perdón;social_gaffes;positive;speaker
SP;PRESEEA;perdón;obligation;negative;hearer
SP;PRESEEA;perdón;spatial_territory;negative;hearer
SP;PRESEEA;perdonar;criticism_disagreement;positive;hearer
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;censored_language;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdón;interruption;negative;hearer
SP;PRESEEA;perdón;obligation;negative;hearer
SP;PRESEEA;perdón;obligation;negative;hearer
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;spatial_territory;negative;hearer
SP;PRESEEA;perdón;interruption;negative;hearer
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdón;censored_language;positive;speaker
SP;PRESEEA;perdón;social_gaffes;positive;speaker
SP;PRESEEA;perdón;censored_language;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;criticism_disagreement;positive;hearer
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;social_gaffes;positive;speaker
SP;PRESEEA;perdón;interruption;negative;hearer
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;lack_consideration;positive;hearer
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;damage_belongings;negative;hearer
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;interruption;negative;hearer
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdón;censored_language;positive;speaker
SP;PRESEEA;perdón;obligation;negative;hearer
SP;PRESEEA;perdón;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;damage_belongings;negative;hearer
SP;PRESEEA;perdonar;social_gaffes;positive;speaker
SP;PRESEEA;perdonar;obligation;negative;hearer
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdonar;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;social_gaffes;positive;speaker
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdonar;criticism_disagreement;positive;hearer
SP;PRESEEA;perdonar;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdonar;obligation;negative;hearer
SP;PRESEEA;perdonar;social_gaffes;positive;speaker
SP;PRESEEA;perdonar;obligation;negative;hearer
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdonar;criticism_disagreement;positive;hearer
SP;PRESEEA;perdonar;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;obligation;negative;hearer
SP;PRESEEA;perdonar;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;spatial_territory;negative;hearer
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdonar;obstruction_plans;negative;hearer
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdonar;temporal_territory;negative;hearer
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdonar;criticism_disagreement;positive;hearer
SP;PRESEEA;perdonar;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;obligation;negative;hearer
SP;PRESEEA;perdonar;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;lack_consideration;positive;hearer
SP;PRESEEA;perdonar;obligation;negative;hearer
SP;PRESEEA;perdonar;obligation;negative;hearer
SP;PRESEEA;perdonar;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;social_gaffes;positive;speaker
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdonar;interruption;negative;hearer
SP;PRESEEA;perdonar;obligation;negative;hearer
SP;PRESEEA;perdonar;spatial_territory;negative;hearer
SP;PRESEEA;perdonar;obligation;negative;hearer
SP;PRESEEA;perdonar;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;criticism_disagreement;positive;hearer
SP;PRESEEA;perdonar;slips_tongue;positive;speaker
SP;PRESEEA;perdonar;inappropriate_behavior;positive;speaker
SP;VALESCO;perdón;censored_language;positive;speaker
SP;VALESCO;perdón;slips_tongue;positive;speaker
SP;VALESCO;perdón;lack_consideration;positive;hearer
SP;VALESCO;perdón;spatial_territory;negative;hearer
SP;VALESCO;perdón;slips_tongue;positive;speaker
SP;VALESCO;perdón;slips_tongue;positive;speaker
SP;VALESCO;perdón;slips_tongue;positive;speaker
SP;VALESCO;perdón;spatial_territory;negative;hearer
SP;VALESCO;perdón;spatial_territory;negative;hearer
SP;VALESCO;perdón;spatial_territory;negative;hearer
SP;VALESCO;perdón;social_gaffes;positive;speaker
SP;VALESCO;perdón;interruption;negative;hearer
SP;VALESCO;perdonar;criticism_disagreement;positive;hearer
SP;VALESCO;perdonar;slips_tongue;positive;speaker
SP;VALESCO;perdonar;interruption;negative;hearer
SP;VALESCO;perdonar;inappropriate_behavior;positive;speaker
SP;VALESCO;perdonar;criticism_disagreement;positive;hearer
SP;VALESCO;perdonar;criticism_disagreement;positive;hearer
SP;VALESCO;perdonar;criticism_disagreement;positive;hearer
SP;VALESCO;perdonar;obligation;negative;hearer
SP;VALESCO;perdonar;criticism_disagreement;positive;hearer
SP;VALESCO;perdonar;inappropriate_behavior;positive;speaker
SP;VALESCO;perdonar;criticism_disagreement;positive;hearer
SP;VALESCO;perdonar;criticism_disagreement;positive;hearer
SP;VALESCO;perdonar;censored_language;positive;speaker
SP;VALESCO;perdonar;criticism_disagreement;positive;hearer
SP;VALESCO;perdonar;criticism_disagreement;positive;hearer
SP;VALESCO;perdonar;criticism_disagreement;positive;hearer
SP;VALESCO;perdonar;temporal_territory;negative;hearer
SP;C-ORAL-ROM;disculpar;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;obstruction_plans;negative;hearer
SP;C-ORAL-ROM;perdón;obstruction_plans;negative;hearer
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;social_gaffes;positive;speaker
SP;C-ORAL-ROM;perdonar;interruption;negative;hearer
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;interruption;negative;hearer
SP;C-ORAL-ROM;perdón;interruption;negative;hearer
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;interruption;negative;hearer
SP;C-ORAL-ROM;perdón;inappropriate_behavior;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdonar;obligation;negative;hearer
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdón;slips_tongue;positive;speaker
SP;C-ORAL-ROM;perdonar;obstruction_plans;negative;hearer
SP;C-ORAL-ROM;perdonar;obligation;negative;hearer
SP;C-ORAL-ROM;perdonar;obligation;negative;hearer
SP;C-ORAL-ROM;perdonar;criticism_disagreement;positive;hearer
SP;C-ORAL-ROM;perdonar;obligation;negative;hearer
SP;C-ORAL-ROM;perdonar;interruption;negative;hearer
SP;C-ORAL-ROM;perdonar;obligation;negative;hearer
SP;C-ORAL-ROM;perdonar;criticism_disagreement;positive;hearer
SP;C-ORAL-ROM;perdonar;obligation;negative;hearer
SP;C-ORAL-ROM;perdonar;criticism_disagreement;positive;hearer
SP;C-ORAL-ROM;perdonar;spatial_territory;negative;hearer
SP;C-ORAL-ROM;perdonar;criticism_disagreement;positive;hearer
SP;C-ORAL-ROM;perdonar;interruption;negative;hearer
SP;C-ORAL-ROM;perdonar;interruption;negative;hearer
SP;C-ORAL-ROM;perdonar;obligation;negative;hearer
SP;C-ORAL-ROM;perdonar;obligation;negative;hearer
SP;C-ORAL-ROM;perdonar;interruption;negative;hearer
SP;C-ORAL-ROM;perdonar;obstruction_plans;negative;hearer
SP;C-ORAL-ROM;lo siento;censored_language;positive;speaker
SP;C-ORAL-ROM;lo siento;criticism_disagreement;positive;hearer
SP;C-ORAL-ROM;lo siento;criticism_disagreement;positive;hearer
SP;CORLEC;perdonar;obligation;negative;hearer
SP;CORLEC;lo siento;criticism_disagreement;positive;hearer
SP;CORLEC;perdonar;criticism_disagreement;positive;hearer
SP;CORLEC;perdón;censored_language;positive;speaker
SP;CORLEC;perdonar;slips_tongue;positive;speaker
SP;CORLEC;perdonar;interruption;negative;hearer
SP;CORLEC;perdón;censored_language;positive;speaker
SP;CORLEC;perdón;slips_tongue;positive;speaker
SP;CORLEC;perdonar;temporal_territory;negative;hearer
SP;CORLEC;perdonar;slips_tongue;positive;speaker
SP;CORLEC;perdonar;obligation;negative;hearer
SP;CORLEC;perdonar;interruption;negative;hearer
SP;CORLEC;perdonar;censored_language;positive;speaker
SP;CORLEC;perdón;obligation;negative;hearer
SP;CORLEC;perdonar;obligation;negative;hearer
SP;CORLEC;perdón;slips_tongue;positive;speaker
SP;CORLEC;perdón;social_gaffes;positive;speaker
SP;CORLEC;perdón;slips_tongue;positive;speaker
SP;CORLEC;perdonar;lack_consideration;positive;hearer
SP;CORLEC;perdonar;social_gaffes;positive;speaker
SP;CORLEC;perdón;slips_tongue;positive;speaker
SP;CORLEC;perdón;slips_tongue;positive;speaker
SP;CORLEC;perdonar;interruption;negative;hearer
SP;CORLEC;perdonar;interruption;negative;hearer
SP;CORLEC;perdón;slips_tongue;positive;speaker
SP;CORLEC;perdón;slips_tongue;positive;speaker
SP;CORLEC;perdonar;criticism_disagreement;positive;hearer
SP;CORLEC;perdonar;obligation;negative;hearer
SP;CORLEC;perdón;interruption;negative;hearer
SP;CORLEC;perdón;obligation;negative;hearer
SP;CORLEC;perdón;lack_consideration;positive;hearer
SP;CORLEC;perdón;lack_consideration;positive;hearer
SP;CORLEC;perdón;interruption;negative;hearer
SP;CORLEC;perdonar;obligation;negative;hearer
SP;CORLEC;perdón;spatial_territory;negative;hearer
SP;CORLEC;perdonar;lack_consideration;positive;hearer
SP;CORLEC;lo siento;obstruction_plans;negative;hearer
SP;CORLEC;perdonar;interruption;negative;hearer
SP;CORLEC;perdón;inappropriate_behavior;positive;speaker
SP;CORLEC;perdón;inappropriate_behavior;positive;speaker
SP;CORLEC;perdonar;criticism_disagreement;positive;hearer
SP;CORLEC;perdón;censored_language;positive;speaker
SP;CORLEC;perdonar;criticism_disagreement;positive;hearer
SP;CORLEC;perdonar;criticism_disagreement;positive;hearer
SP;CORLEC;perdonar;criticism_disagreement;positive;hearer
SP;CORLEC;perdón;slips_tongue;positive;speaker
